FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
NBB_S98028 NBB_S98028 -0.0190 -0.0053 -0.0043 -0.0045 -0.0173 -0.0103 0.0125 0.0327 0.0027 -0.0045
NBB_S98032 NBB_S98032 -0.0080 -0.0042 -0.0022 -0.0089 -0.0109 -0.0175 -0.0046 0.0017 0.0130 0.0007
NBB_S98039 NBB_S98039 -0.0043 -0.0079 -0.0094 -0.0056 -0.0104 -0.0023 0.0045 -0.0137 0.0073 -0.0324
NBB_S98045 NBB_S98045 -0.0097 -0.0105 -0.0020 -0.0098 -0.0321 -0.0247 0.0037 0.0114 0.0335 -0.0212
NBB_S98053 NBB_S98053 -0.0169 -0.0150 0.0032 0.0041 -0.0337 -0.0118 0.0088 0.0191 0.0170 -0.0293
NBB_S98068 NBB_S98068 -0.0125 0.0154 0.0069 -0.0038 -0.0187 0.0359 0.0062 0.0415 0.0096 -0.0250
NBB_S98069 NBB_S98069 -0.0081 -0.0082 -0.0035 -0.0076 -0.0170 0.0046 0.0086 -0.0089 -0.0046 -0.0295
NBB_S98081 NBB_S98081 -0.0098 -0.0070 0.0011 -0.0070 -0.0224 -0.0067 0.0107 0.0208 0.0031 -0.0101
NBB_S98091 NBB_S98091 -0.0150 -0.0082 -0.0001 -0.0007 -0.0107 -0.0142 -0.0090 0.0149 0.0186 -0.0108
NBB_S98096 NBB_S98096 -0.0173 -0.0062 -0.0032 -0.0056 -0.0191 -0.0219 0.0128 0.0242 0.0143 -0.0279
NBB_S98108 NBB_S98108 -0.0087 -0.0065 -0.0096 -0.0067 -0.0130 -0.0054 -0.0097 0.0163 0.0201 -0.0113
NBB_S98123 NBB_S98123 -0.0160 -0.0088 -0.0080 -0.0144 -0.0215 -0.0063 -0.0091 0.0009 0.0184 -0.0256
NBB_S98140 NBB_S98140 -0.0154 -0.0048 -0.0173 0.0017 -0.0261 0.0066 -0.0043 0.0131 -0.0037 -0.0322
NBB_S98141 NBB_S98141 -0.0174 -0.0033 0.0055 0.0022 -0.0066 -0.0331 0.0062 0.0167 0.0010 -0.0292
NBB_S98142 NBB_S98142 -0.0076 -0.0126 -0.0016 -0.0039 -0.0134 -0.0048 -0.0108 -0.0007 -0.0112 -0.0491
NBB_S98186 NBB_S98186 -0.0070 -0.0059 -0.0031 0.0032 -0.0220 0.0053 -0.0012 -0.0013 0.0019 -0.0249
NBB_S98216 NBB_S98216 -0.0125 -0.0080 -0.0055 0.0014 -0.0193 -0.0194 0.0025 0.0155 0.0097 -0.0178
NBB_S98218 NBB_S98218 -0.0150 -0.0044 0.0024 0.0009 -0.0271 -0.0074 0.0060 0.0147 0.0051 -0.0327
NBB_S98221 NBB_S98221 -0.0158 -0.0076 -0.0056 0.0003 -0.0160 -0.0014 -0.0038 0.0402 0.0084 -0.0275
NBB_S98225 NBB_S98225 -0.0167 -0.0117 -0.0058 0.0003 -0.0102 -0.0238 0.0321 0.0007 -0.0031 -0.0186
NBB_S98231 NBB_S98231 -0.0062 -0.0060 -0.0010 -0.0019 -0.0262 -0.0047 0.0105 0.0124 0.0005 -0.0109
NBB_S98233 NBB_S98233 -0.0095 -0.0079 0.0056 -0.0136 -0.0193 -0.0137 -0.0001 0.0122 0.0077 -0.0040
NBB_S98235 NBB_S98235 -0.0070 -0.0090 -0.0045 0.0023 -0.0031 -0.0149 0.0046 0.0220 0.0153 0.0005
NBB_S98252 NBB_S98252 -0.0084 -0.0036 -0.0102 -0.0042 -0.0010 -0.0148 -0.0009 0.0067 -0.0075 -0.0147
NBB_S98291 NBB_S98291 -0.0098 -0.0082 -0.0090 -0.0001 -0.0259 -0.0030 0.0031 0.0099 0.0040 -0.0310
NBB_S98313 NBB_S98313 -0.0148 -0.0073 -0.0009 -0.0064 -0.0154 -0.0027 0.0356 0.0212 -0.0121 -0.0237
NBB_S98324 NBB_S98324 -0.0149 -0.0058 -0.0052 0.0001 -0.0126 -0.0053 -0.0040 0.0132 0.0126 -0.0425
NBB_S99001 NBB_S99001 -0.0177 -0.0056 -0.0036 0.0027 -0.0217 -0.0014 -0.0059 0.0139 0.0113 -0.0104
NBB_S99008 NBB_S99008 -0.0129 -0.0078 -0.0067 0.0106 -0.0251 -0.0053 0.0147 0.0127 0.0316 0.0061
NBB_S99029 NBB_S99029 -0.0126 -0.0074 -0.0016 -0.0096 -0.0239 -0.0240 0.0075 0.0338 -0.0160 -0.0122
NBB_S99085 NBB_S99085 -0.0181 -0.0055 0.0057 -0.0055 -0.0161 -0.0068 0.0140 0.0107 0.0135 -0.0194
NBB_S99086 NBB_S99086 -0.0051 -0.0090 -0.0049 0.0054 -0.0114 -0.0140 0.0043 0.0120 0.0021 -0.0129
NBB_S99093 NBB_S99093 -0.0186 -0.0106 0.0024 -0.0061 -0.0234 -0.0247 -0.0082 0.0112 0.0031 -0.0247
NBB_S99095 NBB_S99095 0.1156 -0.0141 -0.0620 0.0123 0.0077 -0.0101 0.0075 0.0487 0.0431 0.0554
NBB_S99098 NBB_S99098 -0.0210 -0.0131 -0.0100 -0.0069 -0.0223 -0.0191 -0.0054 -0.0025 0.0019 -0.0240
NBB_S99122 NBB_S99122 -0.0085 -0.0097 0.0014 0.0083 -0.0077 0.0025 0.0025 -0.0086 -0.0011 -0.0057
NBB_S99134 NBB_S99134 -0.0124 -0.0052 -0.0049 -0.0093 -0.0220 -0.0254 0.0171 0.0297 0.0145 -0.0102
NBB_S99146 NBB_S99146 -0.0135 -0.0122 -0.0089 0.0022 -0.0239 -0.0165 -0.0064 0.0051 0.0119 -0.0063
NBB_S99185 NBB_S99185 -0.0174 -0.0095 -0.0073 0.0003 -0.0186 -0.0038 0.0146 0.0206 0.0116 -0.0151
NBB_S99203 NBB_S99203 -0.0032 -0.0091 -0.0101 -0.0041 -0.0008 -0.0008 -0.0035 -0.0016 -0.0062 -0.0294
NBB_S99214 NBB_S99214 -0.0211 -0.0088 -0.0077 0.0043 -0.0163 -0.0154 -0.0075 0.0163 0.0256 -0.0520
NBB_S99219 NBB_S99219 -0.0155 -0.0125 -0.0032 -0.0041 -0.0109 -0.0175 -0.0049 0.0266 -0.0048 0.0063
NBB_S99223 NBB_S99223 -0.0127 -0.0050 -0.0014 0.0070 -0.0273 -0.0100 -0.0024 -0.0042 0.0112 0.0042
NBB_S99232 NBB_S99232 -0.0245 -0.0096 0.0026 -0.0022 -0.0229 -0.0048 0.0109 0.0205 0.0290 0.0037
NBB_S99240 NBB_S99240 -0.0139 -0.0087 -0.0095 0.0018 -0.0179 -0.0179 0.0121 0.0117 0.0079 -0.0097
NBB_S99244 NBB_S99244 0.0052 0.0257 0.0017 0.0082 -0.0120 0.0373 0.0224 0.0354 -0.0175 -0.0307
NBB_S99249 NBB_S99249 -0.0081 -0.0047 -0.0041 -0.0101 0.0177 -0.0158 0.0127 0.0038 0.0087 -0.0073
NBB_S99271 NBB_S99271 -0.0085 -0.0066 -0.0082 0.0025 -0.0136 -0.0179 0.0171 -0.0043 0.0215 -0.0412
NBB_S99283 NBB_S99283 -0.0138 -0.0058 -0.0083 -0.0028 -0.0262 -0.0133 0.0037 0.0147 0.0110 -0.0213
NBB_S99322 NBB_S99322 -0.0071 -0.0097 -0.0019 -0.0029 -0.0221 -0.0191 0.0144 -0.0015 -0.0099 0.0001
SHRI_92_01 SHRI_92_01 0.0059 -0.0039 0.0345 -0.0132 0.2067 -0.0345 0.2008 -0.0395 0.0135 -0.0295
SHRI_92_32 SHRI_92_32 -0.0086 -0.0080 -0.0045 -0.0077 -0.0120 0.0035 -0.0041 -0.0003 0.0273 0.0040
SHRI_93_18 SHRI_93_18 0.0032 -0.0074 0.0278 0.0019 0.1246 -0.0471 0.1183 -0.0108 -0.0104 -0.0161
SHRI_94_20 SHRI_94_20 -0.0096 -0.0094 -0.0021 0.0018 0.0060 -0.0145 -0.0147 -0.0366 -0.0123 0.0046
SHRI_94_28 SHRI_94_28 0.0577 0.0026 -0.0078 -0.0269 0.0210 0.0851 0.0045 -0.0605 -0.0233 -0.0561
SHRI_95_01 SHRI_95_01 -0.0133 -0.0043 0.0026 -0.0082 0.0000 0.0367 -0.0050 0.0325 -0.0118 -0.0199
SHRI_95_10 SHRI_95_10 -0.0126 0.0016 0.0125 -0.0021 0.0082 -0.0087 0.0099 0.0187 0.0150 -0.0222
SHRI_95_18 SHRI_95_18 -0.0056 -0.0004 0.0098 0.0152 0.0051 0.0256 0.0109 0.0238 -0.0609 0.0325
SHRI_95_22 SHRI_95_22 -0.0083 -0.0009 0.0033 -0.0134 0.0201 0.0562 0.0015 -0.0338 0.0447 0.0309
SHRI_96_17 SHRI_96_17 -0.0091 -0.0099 -0.0033 -0.0075 -0.0025 -0.0061 -0.0033 -0.0146 0.0091 0.0018
SHRI_96_41 SHRI_96_41 -0.0015 0.0028 0.0128 -0.0032 0.0178 0.0120 0.0140 -0.0011 -0.0179 -0.0231
SHRI_96_51 SHRI_96_51 -0.0122 -0.0104 0.0080 -0.0041 0.0046 0.0151 -0.0009 -0.0124 0.0052 0.0087
SHRI_97_07 SHRI_97_07 0.0059 -0.0034 0.0059 -0.0191 0.0363 0.0172 0.0285 0.0124 -0.0107 -0.0494
SHRI_97_08 SHRI_97_08 0.0025 -0.0020 0.0287 -0.0206 0.0304 0.0844 0.0233 -0.0252 0.0130 0.0022
SHRI_97_17 SHRI_97_17 -0.0000 -0.0081 0.0199 -0.0202 0.1784 0.0053 0.1891 -0.0209 0.0172 -0.0056
SHRI_97_20 SHRI_97_20 -0.0037 -0.0069 0.0138 -0.0121 0.0844 0.0029 0.0863 -0.0175 0.0035 -0.0304
SHRI_97_22 SHRI_97_22 -0.0046 -0.0085 0.0044 -0.0017 0.0070 0.0183 0.0208 0.0025 -0.0379 0.0014
SHRI_97_53 SHRI_97_53 -0.0097 -0.0054 -0.0013 -0.0124 0.0172 0.0167 0.0166 -0.0195 0.0288 0.0307
SHRI_98_14 SHRI_98_14 -0.0047 -0.0032 -0.0022 0.0000 0.0021 0.0017 -0.0034 -0.0093 0.0117 -0.0122
SHRI_98_19 SHRI_98_19 -0.0013 -0.0078 0.0034 -0.0180 0.0193 0.0169 0.0305 0.0075 0.0154 -0.0041
SHRI_98_32 SHRI_98_32 -0.0005 -0.0017 0.0067 -0.0109 0.0037 0.0575 0.0130 -0.0069 0.0209 0.0075
SHRI_98_34 SHRI_98_34 0.0054 -0.0046 0.0191 -0.0048 0.0302 0.0637 0.0526 0.0151 0.0454 -0.0381
SHRI_99_04 SHRI_99_04 0.0025 -0.0041 0.0328 -0.0036 0.1976 -0.0793 0.1564 0.0170 0.0231 -0.0536
SHRI_99_07 SHRI_99_07 0.1002 -0.0114 -0.0539 0.0033 -0.0136 -0.0078 0.0038 0.0207 0.0112 0.0159
SHRI_AAAA SHRI_AAAA -0.0106 -0.0071 -0.0015 0.0019 -0.0040 0.0075 0.0036 -0.0270 0.0183 0.0176
SHRI_A SHRI_A -0.0063 -0.0089 0.0124 -0.0069 0.0226 -0.0163 0.0054 -0.0055 0.0353 -0.0182
SHRI_BB SHRI_BB -0.0041 -0.0060 0.0041 0.0041 -0.0129 -0.0182 0.0233 -0.0192 -0.0126 -0.0136
SHRI_B SHRI_B -0.0003 -0.0055 0.0228 0.0056 0.1121 -0.0515 0.1179 -0.0545 0.0401 -0.0167
SHRI_CCC SHRI_CCC -0.0164 0.0035 0.0465 0.0486 0.0321 -0.0433 0.0462 0.1002 -0.0622 0.0392
SHRI_CC SHRI_CC -0.0095 0.0009 -0.0002 0.0089 0.0240 0.0110 0.0136 -0.0247 0.0255 -0.0259
SHRI_DDD SHRI_DDD -0.0060 -0.0046 0.0034 -0.0137 0.0603 -0.0174 0.0512 -0.0234 -0.0028 -0.0097
SHRI_DD SHRI_DD -0.0118 0.0053 0.0138 0.0045 0.0030 0.0147 0.0331 0.0241 0.0232 0.0162
SHRI_D SHRI_D 0.0201 -0.0044 0.0271 -0.0077 0.1808 -0.0583 0.1852 -0.0275 -0.0652 -0.0460
SHRI_EEEE SHRI_EEEE -0.0048 0.0006 0.0171 -0.0143 0.1082 0.0021 0.1194 -0.0134 0.0400 -0.0161
SHRI_EEE SHRI_EEE -0.0068 -0.0043 0.0003 -0.0080 0.0084 0.0028 0.0212 -0.0223 0.0141 -0.0003
SHRI_E SHRI_E 0.1004 -0.0089 -0.0188 0.0139 0.0287 0.0115 0.0472 0.0330 0.0115 0.0248
SHRI_FFFF SHRI_FFFF -0.0131 -0.0096 -0.0034 0.0006 -0.0027 0.0065 0.0001 0.0009 -0.0119 0.0381
SHRI_FFF SHRI_FFF -0.0003 -0.0084 0.0053 0.0006 0.0271 -0.0139 0.0476 -0.0198 0.0216 0.0169
SHRI_FF SHRI_FF -0.0016 -0.0036 0.0228 -0.0110 0.0521 0.0415 0.0555 0.0014 0.0130 -0.0136
SHRI_GGG SHRI_GGG -0.0072 -0.0001 0.0046 -0.0109 0.0027 0.0392 0.0168 -0.0268 -0.0107 0.0264
SHRI_GG SHRI_GG -0.0089 -0.0090 0.0021 0.0062 -0.0011 0.0237 -0.0017 0.0051 0.0106 0.0259
SHRI_HHH SHRI_HHH -0.0075 -0.0089 -0.0081 -0.0143 -0.0045 -0.0012 0.0119 -0.0147 -0.0211 -0.0028
SHRI_HH SHRI_HH -0.0082 -0.0037 0.0072 -0.0113 0.0119 0.0173 0.0372 -0.0046 0.0062 -0.0156
SHRI_H SHRI_H -0.0033 -0.0050 0.0030 0.0057 0.0060 -0.0278 0.0239 -0.0078 -0.0454 0.0016
SHRI_III SHRI_III 0.0002 -0.0077 0.0175 -0.0110 0.0165 0.0182 0.0025 -0.0214 0.0141 0.0005
SHRI_II SHRI_II -0.0109 -0.0088 0.0148 0.0079 0.0496 -0.0140 0.0427 -0.0179 0.0187 -0.0028
SHRI_I SHRI_I -0.0067 -0.0037 0.0115 0.0006 0.0267 0.0158 0.0527 -0.0052 -0.0200 0.0464
SHRI_KK SHRI_KK 0.0049 -0.0082 0.0027 0.0022 0.0003 -0.0028 0.0027 -0.0135 0.0017 -0.0061
SHRI_K SHRI_K -0.0035 -0.0070 0.0064 -0.0046 0.0160 -0.0051 0.0284 0.0007 0.0023 -0.0098
SHRI_LLL SHRI_LLL 0.0069 -0.0055 0.0055 -0.0042 0.0079 0.0024 0.0397 -0.0045 0.0026 0.0021
SHRI_L SHRI_L -0.0049 -0.0061 0.0102 -0.0018 0.0338 0.0197 0.0471 -0.0025 0.0017 -0.0029
SHRI_MMM SHRI_MMM 0.0009 -0.0095 -0.0002 -0.0029 0.0082 0.0022 0.0158 -0.0062 -0.0311 -0.0149
SHRI_M SHRI_M -0.0167 -0.0068 0.0128 -0.0051 0.0012 0.0037 -0.0009 -0.0193 0.0174 0.0325
SHRI_NNN SHRI_NNN -0.0132 -0.0141 0.0044 -0.0018 0.0222 -0.0070 0.0218 0.0415 -0.0884 0.0389
SHRI_NN SHRI_NN -0.0066 -0.0023 0.0072 -0.0052 0.0145 -0.0076 -0.0018 -0.0118 0.0048 0.0127
SHRI_N SHRI_N -0.0147 -0.0073 -0.0012 -0.0007 0.0131 -0.0030 0.0265 -0.0388 0.0024 0.0756
SHRI_OOO SHRI_OOO 0.0017 -0.0023 0.0071 0.0002 0.0270 0.0050 0.0281 -0.0160 0.0211 -0.0128
SHRI_OO SHRI_OO -0.0025 -0.0049 0.0174 -0.0092 0.1246 -0.0453 0.1243 0.0065 -0.0001 -0.0091
SHRI_PPP SHRI_PPP -0.0052 -0.0089 0.0028 -0.0035 -0.0015 -0.0181 0.0129 -0.0255 -0.0040 0.0095
SHRI_PP SHRI_PP 0.0048 -0.0067 0.0153 -0.0119 0.0684 0.0007 0.0933 -0.0047 0.0021 0.0041
SHRI_Q SHRI_Q -0.0104 -0.0042 0.0040 -0.0035 0.0102 0.0122 -0.0148 -0.0155 0.0057 -0.0097
SHRI_RRR SHRI_RRR -0.0002 -0.0128 0.0062 -0.0105 0.0664 -0.0327 0.0849 -0.0339 0.0047 -0.0177
SHRI_S SHRI_S 0.0132 0.0105 0.0425 0.0010 0.2002 -0.0197 0.1965 0.0023 0.0378 -0.0186
SHRI_T SHRI_T 0.0006 -0.0072 0.0055 0.0068 0.0818 -0.0273 0.0801 -0.0310 0.0223 -0.0042
SHRI_U SHRI_U -0.0091 -0.0070 0.0000 -0.0103 0.0093 -0.0216 0.0429 -0.0110 0.0347 0.0013
SHRI_UU SHRI_UU -0.0049 -0.0051 -0.0020 -0.0164 0.0163 0.0034 0.0090 -0.0060 -0.0192 0.0018
SHRI_UUU SHRI_UUU 0.0027 -0.0127 -0.0018 -0.0016 0.0009 -0.0058 -0.0036 -0.0283 -0.0036 0.0059
SHRI_VV SHRI_VV -0.0065 -0.0092 0.0025 -0.0063 -0.0079 -0.0090 -0.0062 0.0161 -0.0222 -0.0167
SHRI_VVV SHRI_VVV -0.0074 -0.0064 0.0054 -0.0029 0.0123 -0.0015 0.0142 -0.0385 0.0218 0.0190
SHRI_WWW SHRI_WWW -0.0011 -0.0050 0.0291 -0.0036 0.1878 -0.0769 0.1562 -0.0508 0.0308 -0.0015
SHRI_XX SHRI_XX -0.0011 0.0065 0.0431 -0.0001 0.0653 0.0600 0.0541 0.0543 0.0425 -0.0357
SHRI_YY SHRI_YY -0.0128 -0.0083 0.0070 0.0020 0.0694 -0.0214 0.0851 -0.0131 0.0336 0.0147
SHRI_YYY SHRI_YYY 0.0028 -0.0109 0.0136 0.0038 0.0513 -0.0232 0.0633 -0.0074 -0.0297 0.0007
SHRI_ZZ SHRI_ZZ 0.0040 0.0042 0.0016 0.0038 0.0052 0.0353 0.0305 0.0351 -0.0486 0.0065
WGAAD_100 WGAAD_100 -0.0029 -0.0063 -0.0030 -0.0089 -0.0133 -0.0113 0.0023 -0.0092 0.0063 -0.0023
WGAAD_104 WGAAD_104 -0.0127 -0.0090 -0.0064 0.0031 -0.0205 -0.0095 -0.0108 -0.0275 0.0238 0.0226
WGAAD_105 WGAAD_105 -0.0060 -0.0033 -0.0033 0.0057 -0.0270 -0.0024 0.0054 -0.0089 0.0261 0.0054
WGAAD_106 WGAAD_106 0.0969 -0.0109 -0.0580 0.0010 -0.0132 -0.0073 0.0216 0.0482 0.0022 -0.0050
WGAAD_114 WGAAD_114 0.0017 -0.0062 0.0035 0.0013 -0.0180 -0.0059 0.0030 -0.0018 -0.0197 -0.0318
WGAAD_115 WGAAD_115 -0.0088 -0.0051 0.0018 -0.0052 -0.0206 0.0101 -0.0157 -0.0031 0.0305 0.0201
WGAAD_116 WGAAD_116 -0.0015 -0.0099 0.0013 0.0026 -0.0156 -0.0024 -0.0025 -0.0234 -0.0003 0.0017
WGAAD_117 WGAAD_117 -0.0022 -0.0087 0.0045 0.0029 -0.0090 -0.0025 0.0101 -0.0341 0.0125 0.0176
WGAAD_121 WGAAD_121 -0.0032 -0.0096 0.0006 -0.0031 -0.0064 -0.0066 0.0058 -0.0246 0.0202 0.0079
WGAAD_122 WGAAD_122 0.0975 -0.0158 -0.0360 0.0304 0.0000 0.0016 0.0152 0.0107 0.0408 0.0179
WGAAD_123 WGAAD_123 0.1051 -0.0100 -0.0464 -0.0070 -0.0007 -0.0060 -0.0215 0.0105 0.0096 -0.0014
WGAAD_124 WGAAD_124 -0.0088 -0.0029 0.0009 -0.0082 -0.0052 -0.0058 -0.0053 -0.0131 0.0097 0.0157
WGAAD_125 WGAAD_125 0.0567 -0.0082 -0.0189 -0.0186 -0.0095 0.0294 -0.0100 -0.0981 -0.0735 -0.0453
WGAAD_126 WGAAD_126 0.1043 -0.0075 -0.0469 0.0204 -0.0157 -0.0099 -0.0084 0.0185 0.0365 0.0115
WGAAD_127 WGAAD_127 -0.0128 -0.0071 0.0030 -0.0011 0.0050 0.0019 -0.0023 0.0052 0.0089 0.0610
WGAAD_128 WGAAD_128 -0.0183 -0.0090 -0.0045 0.0038 -0.0024 -0.0104 0.0078 -0.0087 0.0272 0.0623
WGAAD_12 WGAAD_12 0.0220 -0.0071 -0.0111 -0.0165 -0.0003 0.0061 -0.0128 -0.0786 -0.0323 0.0034
WGAAD_130 WGAAD_130 0.0559 -0.0079 -0.0109 -0.0161 -0.0143 0.0103 -0.0005 -0.0662 -0.0598 -0.0931
WGAAD_131 WGAAD_131 -0.0110 -0.0090 0.0035 -0.0078 -0.0050 0.0067 0.0060 -0.0292 -0.0095 -0.0083
WGAAD_132 WGAAD_132 -0.0070 -0.0016 0.0102 -0.0011 0.0045 0.0302 0.0125 -0.0209 -0.0225 -0.0119
WGAAD_133 WGAAD_133 -0.0159 0.0010 0.0057 0.0006 -0.0067 -0.0175 0.0075 0.0456 0.0219 -0.0075
WGAAD_135 WGAAD_135 -0.0085 -0.0046 0.0175 0.0042 -0.0077 -0.0217 0.0137 0.0345 -0.0766 0.0226
WGAAD_136 WGAAD_136 0.0006 -0.0041 -0.0057 -0.0004 -0.0111 0.0188 -0.0018 -0.0638 0.0091 0.0051
WGAAD_137 WGAAD_137 -0.0117 -0.0078 0.0082 -0.0037 0.0006 0.0062 -0.0111 -0.0535 0.0449 0.0403
WGAAD_138 WGAAD_138 0.0079 -0.0080 -0.0123 -0.0166 -0.0129 0.0067 -0.0121 -0.0050 -0.0122 -0.0278
WGAAD_139 WGAAD_139 -0.0094 -0.0033 0.0021 0.0025 -0.0219 -0.0042 0.0044 0.0005 -0.0048 0.0111
WGAAD_140 WGAAD_140 -0.0099 -0.0073 -0.0038 0.0014 -0.0153 0.0078 -0.0024 -0.0268 -0.0044 0.0478
WGAAD_142 WGAAD_142 0.1002 -0.0081 -0.0407 0.0193 -0.0062 0.0001 0.0104 0.0399 0.0428 0.0085
WGAAD_144 WGAAD_144 -0.0146 -0.0070 -0.0031 -0.0081 -0.0196 -0.0032 -0.0107 -0.0179 0.0061 0.0099
WGAAD_145 WGAAD_145 0.0009 -0.0102 -0.0049 -0.0091 0.0149 -0.0029 -0.0022 -0.0451 -0.0195 0.0189
WGAAD_146 WGAAD_146 -0.0174 -0.0035 0.0071 0.0108 -0.0212 -0.0073 -0.0098 0.0366 -0.0222 -0.0066
WGAAD_147 WGAAD_147 0.0906 -0.0123 -0.0441 0.0094 -0.0112 -0.0203 0.0081 0.0190 0.0127 0.0200
WGAAD_148 WGAAD_148 -0.0141 -0.0037 -0.0011 -0.0036 -0.0030 0.0030 -0.0111 -0.0350 0.0303 0.0384
WGAAD_149 WGAAD_149 -0.0129 -0.0005 -0.0083 -0.0038 -0.0056 0.0242 -0.0057 -0.0199 0.0084 -0.0041
WGAAD_152 WGAAD_152 0.0434 -0.0079 -0.0151 0.0004 -0.0174 0.0068 0.0073 -0.0679 -0.0598 -0.0516
WGAAD_154 WGAAD_154 -0.0045 0.0026 0.0074 -0.0121 0.0212 -0.0200 -0.0179 0.0003 0.0419 0.0040
WGAAD_155 WGAAD_155 -0.0047 -0.0107 -0.0096 0.0054 -0.0122 -0.0033 -0.0009 -0.0322 0.0092 0.0134
WGAAD_156 WGAAD_156 -0.0116 -0.0049 0.0045 -0.0064 0.0083 0.0038 -0.0000 -0.0419 0.0129 0.0436
WGAAD_158 WGAAD_158 -0.0089 -0.0067 -0.0050 -0.0046 -0.0025 0.0134 -0.0117 -0.0020 -0.0013 -0.0131
WGAAD_159 WGAAD_159 -0.0116 -0.0013 0.0451 0.0420 0.0663 -0.0507 0.0728 0.0587 -0.0659 0.0628
WGAAD_15 WGAAD_15 -0.0036 -0.0054 -0.0023 -0.0110 -0.0140 0.0038 -0.0120 -0.0350 0.0096 -0.0126
WGAAD_160 WGAAD_160 -0.0141 -0.0016 -0.0019 0.0071 -0.0047 0.0056 -0.0121 -0.0328 0.0305 0.0569
WGAAD_161 WGAAD_161 -0.0140 -0.0013 0.0006 0.0015 -0.0063 -0.0157 -0.0058 -0.0025 0.0058 0.0268
WGAAD_162 WGAAD_162 -0.0086 -0.0060 -0.0009 -0.0150 -0.0073 0.0315 0.0082 0.0056 0.0219 0.0163
WGAAD_163 WGAAD_163 -0.0119 0.0022 0.0026 -0.0033 0.0095 -0.0167 -0.0150 -0.0460 0.0230 0.0557
WGAAD_165 WGAAD_165 -0.0144 -0.0059 -0.0029 0.0008 -0.0024 0.0203 -0.0126 -0.0356 0.0179 0.0685
WGAAD_166 WGAAD_166 -0.0021 -0.0050 0.0035 -0.0209 -0.0047 -0.0073 0.0108 -0.0464 0.0078 -0.0241
WGAAD_168 WGAAD_168 0.0045 -0.0089 -0.0085 -0.0082 0.0101 -0.0043 -0.0000 -0.0223 0.0026 0.0081
WGAAD_169 WGAAD_169 -0.0013 -0.0075 -0.0026 -0.0041 -0.0149 0.0094 -0.0073 -0.0070 -0.0212 -0.0270
WGAAD_171 WGAAD_171 -0.0131 -0.0094 0.0048 -0.0162 -0.0032 0.0069 -0.0386 -0.0082 0.0330 0.0118
WGAAD_172 WGAAD_172 -0.0036 -0.0051 -0.0113 0.0110 -0.0010 0.0056 -0.0121 0.0042 -0.0331 -0.0187
WGAAD_173 WGAAD_173 -0.0112 -0.0036 0.0072 0.0019 -0.0017 -0.0262 0.0092 0.0133 -0.0594 0.0196
WGAAD_174 WGAAD_174 -0.0170 -0.0026 -0.0028 0.0069 -0.0146 -0.0107 0.0112 0.0220 -0.0517 0.0224
WGAAD_175 WGAAD_175 -0.0116 -0.0086 -0.0006 -0.0013 -0.0002 -0.0033 -0.0038 -0.0198 -0.0013 0.0259
WGAAD_176 WGAAD_176 -0.0091 0.0028 -0.0012 0.0045 -0.0093 0.0067 0.0041 -0.0057 0.0029 0.0074
WGAAD_177 WGAAD_177 0.0098 0.0021 -0.0001 -0.0030 0.0066 0.0023 -0.0016 -0.0409 0.0055 -0.0147
WGAAD_178 WGAAD_178 -0.0122 -0.0125 -0.0101 0.0010 -0.0219 -0.0085 0.0116 -0.0054 0.0139 0.0063
WGAAD_180 WGAAD_180 -0.0096 -0.0077 -0.0073 0.0196 -0.0013 -0.0063 -0.0034 0.0125 -0.0373 -0.0069
WGAAD_181 WGAAD_181 -0.0027 -0.0065 0.0012 0.0065 -0.0043 -0.0052 0.0061 0.0452 -0.1037 0.0393
WGAAD_182 WGAAD_182 -0.0121 -0.0059 0.0007 -0.0063 -0.0004 -0.0094 0.0023 -0.0248 0.0268 0.0229
WGAAD_183 WGAAD_183 -0.0099 -0.0085 -0.0121 0.0026 -0.0058 0.0011 -0.0016 -0.0218 -0.0077 0.0239
WGAAD_184 WGAAD_184 0.0029 0.0054 0.0257 -0.0189 0.0373 0.1300 -0.0395 0.0340 0.0032 0.0047
WGAAD_185 WGAAD_185 -0.0129 -0.0072 -0.0053 -0.0024 -0.0142 0.0006 0.0061 0.0076 0.0025 0.0170
WGAAD_186 WGAAD_186 -0.0137 -0.0082 -0.0035 0.0068 -0.0009 -0.0064 -0.0126 -0.0550 0.0103 0.0866
WGAAD_187 WGAAD_187 -0.0051 -0.0035 -0.0126 -0.0017 -0.0103 -0.0167 0.0040 -0.0049 -0.0132 -0.0215
WGAAD_188 WGAAD_188 -0.0080 -0.0125 0.0001 -0.0106 0.0049 0.0137 -0.0224 -0.0233 -0.0060 0.0302
WGAAD_189 WGAAD_189 -0.0154 -0.0091 0.0013 -0.0074 -0.0034 -0.0103 -0.0004 0.0029 0.0240 0.0045
WGAAD_190 WGAAD_190 -0.0095 -0.0054 -0.0038 -0.0003 -0.0033 -0.0025 -0.0072 -0.0547 0.0384 0.0279
WGAAD_191 WGAAD_191 -0.0018 -0.0043 0.0017 0.0035 -0.0040 -0.0032 -0.0057 0.0057 0.0127 -0.0017
WGAAD_192 WGAAD_192 -0.0054 -0.0087 -0.0049 -0.0069 -0.0199 0.0033 -0.0087 0.0062 0.0026 0.0000
